branch,source,base,commit,status,endpoint,type,features,additions,deletions,old_path,path
origin/B313-5867,远端,origin/BY-Demo-H5V2-PC,c2307188c,M,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/logo.png
origin/B313-5867,远端,origin/BY-Demo-H5V2-PC,c2307188c,M,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/logo/logo.png
origin/B313-5867,远端,origin/BY-Demo-H5V2-PC,c2307188c,M,pc,图片资源,聊天室/私聊、主题/颜色/静态资源,-,-,,pc/src/assets/images/chat/cptt.png
origin/B313-5867,远端,origin/BY-Demo-H5V2-PC,c2307188c,M,pc,组件,首页/导航/版面,292,282,,pc/src/components/headMenu.vue
origin/B313-5867,远端,origin/BY-Demo-H5V2-PC,c2307188c,M,pc,组件,未归类路径,10,3,,pc/src/components/modal.vue
origin/B313-5867,远端,origin/BY-Demo-H5V2-PC,c2307188c,M,pc,页面,未归类路径,83,87,,pc/src/views-v3/common/module_vue/header.vue
origin/B313-5867,远端,origin/BY-Demo-H5V2-PC,c2307188c,M,pc,页面,首页/导航/版面,114,146,,pc/src/views-v3/layout/SlideQuick.vue
origin/B313-5867,远端,origin/BY-Demo-H5V2-PC,c2307188c,M,pc,页面,彩票/投注/开奖,2,2,,pc/src/views/buyLottery/buyLottery.vue
origin/B313-5867,远端,origin/BY-Demo-H5V2-PC,c2307188c,M,pc,页面,彩票/投注/开奖,2,1,,pc/src/views/buyLottery/child_modal/shared/children_modal/balls_page.vue
origin/B313-5867,远端,origin/BY-Demo-H5V2-PC,c2307188c,M,pc,页面,首页/导航/版面,6,2,,pc/src/views/layout/child_modal/FloatBanner.vue
origin/B313-5867,远端,origin/BY-Demo-H5V2-PC,c2307188c,M,pc,页面,首页/导航/版面、彩票/投注/开奖,14,0,,pc/src/views/layout/child_modal/lottery_head.vue
origin/B313-5867,远端,origin/BY-Demo-H5V2-PC,c2307188c,M,pc,页面,首页/导航/版面,2,2,,pc/src/views/layout/child_modal/popupNotice.vue
origin/B313-5867,远端,origin/BY-Demo-H5V2-PC,c2307188c,M,pc,页面,首页/导航/版面,14,24,,pc/src/views/layout/child_modal/switchTemplate.vue
origin/B313-5867,远端,origin/BY-Demo-H5V2-PC,c2307188c,M,pc,页面,资金/充值/提现、个人中心/账户,15,7,,pc/src/views/personalCenter/child_modal/recharge/components/DigitalCurrency.vue
origin/B313-5867,远端,origin/BY-Demo-H5V2-PC,c2307188c,M,pc,页面,资金/充值/提现、个人中心/账户,448,360,,pc/src/views/personalCenter/child_modal/recharge/step2.vue
origin/B313-5867,远端,origin/BY-Demo-H5V2-PC,c2307188c,M,pc,页面,资金/充值/提现、个人中心/账户,2,1,,pc/src/views/personalCenter/child_modal/withdraw/currencyPay.vue
origin/B313-5867,远端,origin/BY-Demo-H5V2-PC,c2307188c,M,pc,主题样式,主题/颜色/静态资源,6483,6482,,pc/static/css/theme.less
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,A,h5-v2,图片资源,聊天室/私聊、主题/颜色/静态资源,-,-,,h5-v2/src/assets/images/chat/cz.png
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,图片资源,聊天室/私聊、主题/颜色/静态资源,-,-,,h5-v2/src/assets/images/chat/hd-bg.png
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,A,h5-v2,图片资源,聊天室/私聊、主题/颜色/静态资源,-,-,,h5-v2/src/assets/images/chat/yhhd.png
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,路由,首页/导航/版面,56,136,,h5-v2/src/router/index.js
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,页面,活动/红包/推广/下载,2,6,,h5-v2/src/views/active/detail.vue
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,页面,聊天室/私聊、主题/颜色/静态资源,1,1,,h5-v2/src/views/chat/chat/chat.less
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,页面,聊天室/私聊,1,1,,h5-v2/src/views/chat/chat/chatHeader.vue
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,页面,聊天室/私聊,6,17,,h5-v2/src/views/chat/chat/chatRoom.vue
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,页面,聊天室/私聊,1,1,,h5-v2/src/views/chat/chat/chatSys.vue
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,页面,聊天室/私聊,17,284,,h5-v2/src/views/chat/chat/child_modal/asideList.vue
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,页面,资金/充值/提现、个人中心/账户,4,3,,h5-v2/src/views/personal-center/child_modal/mysetting/bank/bandingbank.vue
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,页面,个人中心/账户,2,2,,h5-v2/src/views/personal-center/child_modal/mysetting/mysetting.vue
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,页面,资金/充值/提现、个人中心/账户,3,2,,h5-v2/src/views/personal-center/child_modal/recharge_list/handsFeeRecharge.vue
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,页面,资金/充值/提现、个人中心/账户,1,1,,h5-v2/src/views/personal-center/child_modal/recharge_list/rechargeType3.vue
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,页面,资金/充值/提现、个人中心/账户,1,1,,h5-v2/src/views/personal-center/child_modal/recharge_list/rechargeType4.vue
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,页面,个人中心/账户,2,2,,h5-v2/src/views/personal-center/child_modal/takefee_list/aliPay.vue
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,页面,资金/充值/提现、个人中心/账户,2,2,,h5-v2/src/views/personal-center/child_modal/takefee_list/bankPay.vue
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,页面,个人中心/账户,2,2,,h5-v2/src/views/personal-center/child_modal/takefee_list/currencyPay.vue
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,页面,个人中心/账户,2,2,,h5-v2/src/views/personal-center/child_modal/takefee_list/weChatPay.vue
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,页面,活动/红包/推广/下载,7,7,,h5-v2/src/views7/active/active.vue
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,页面,首页/导航/版面、活动/红包/推广/下载,1,1,,h5-v2/src/views7/active/index.vue
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,页面,活动/红包/推广/下载,3,6,,h5-v2/src/views7/active/organization.vue
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,页面,首页/导航/版面,4,61,,h5-v2/src/views7/layout/layout.vue
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,页面,个人中心/账户,35,35,,h5-v2/src/views7/personal-center/personal-center.vue
origin/by339,远端,origin/BY-Demo-H5V2-PC,e3e733894,M,h5-v2,页面,登录/注册/验证码,3,3,,h5-v2/src/views7/register/register.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,A,其他,其他,未归类路径,70,0,,docs/merchant-frontend-branches.md
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,h5-v2,其他,首页/导航/版面,1,4,,h5-v2/public/index.html
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,h5-v2,主题样式,主题/颜色/静态资源,1778,1778,,h5-v2/public/static/css/color.less
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,h5-v2,组件,首页/导航/版面,5,1,,h5-v2/src/components/YiDun/index.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,h5-v2,其他,未归类路径,4,1,,h5-v2/src/main.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,h5-v2,工具/混入,接口/状态/工具,18,4,,h5-v2/src/mixins/initGtCapthca.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,h5-v2,路由,首页/导航/版面,9,0,,h5-v2/src/router/index.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,h5-v2,状态,接口/状态/工具,2,0,,h5-v2/src/store/modules/sysDict.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,A,h5-v2,工具/混入,登录/注册/验证码、接口/状态/工具,667,0,,h5-v2/src/utils/aliyunCaptcha.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,h5-v2,构建配置,构建/配置、接口/状态/工具,2,1,,h5-v2/src/utils/getSysConfig.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,h5-v2,工具/混入,接口/状态/工具,2,0,,h5-v2/src/utils/plugin/plugin.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,h5-v2,工具/混入,接口/状态/工具,47,3,,h5-v2/src/utils/request.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,h5-v2,页面,首页/导航/版面,25,6,,h5-v2/src/views/free-play/index.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,A,h5-v2,页面,首页/导航/版面,170,0,,h5-v2/src/views/home/components/profit/index.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,h5-v2,页面,登录/注册/验证码、接口/状态/工具,22,15,,h5-v2/src/views/login/loginMixin.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,h5-v2,页面,个人中心/账户、代理/报表/团队,1,1,,h5-v2/src/views/personal-center/child_modal/agency_center/userAdd.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,h5-v2,页面,个人中心/账户,1,1,,h5-v2/src/views/personal-center/child_modal/mysetting/myPhone/myPhone.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,h5-v2,页面,登录/注册/验证码、接口/状态/工具,89,14,,h5-v2/src/views/register/registerMixin.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,h5-v2,页面,首页/导航/版面,10,42,,h5-v2/src/views2/home/newfastNav.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,A,h5-v2,页面,活动/红包/推广/下载,235,0,,h5-v2/src/views7/active/active.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,其他,首页/导航/版面,41,44,,pc/index.html
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,组件,首页/导航/版面,36,8,,pc/src/components/PhoneBindDialog/index.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,组件,登录/注册/验证码,2,2,,pc/src/components/login_dlg.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,组件,未归类路径,146,1,,pc/src/components/tryPlay.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,其他,未归类路径,6,5,,pc/src/main.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,工具/混入,登录/注册/验证码、接口/状态/工具,83,1,,pc/src/mixins/register.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,状态,接口/状态/工具,34,15,,pc/src/store/modules/sysDict.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,A,pc,工具/混入,登录/注册/验证码、接口/状态/工具,610,0,,pc/src/utils/aliyunCaptcha.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,构建配置,构建/配置、接口/状态/工具,2,1,,pc/src/utils/getSysConfig.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,工具/混入,接口/状态/工具,6,0,,pc/src/utils/plugin/plugin.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,工具/混入,接口/状态/工具,33,1,,pc/src/utils/request.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,首页/导航/版面,2,2,,pc/src/views-v10/layout/components/BaseHeader.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,登录/注册/验证码、首页/导航/版面,1,1,,pc/src/views-v10/login/index.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,接口/状态/工具,269,34,,pc/src/views-v2/common/module_vue/headerMixin.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,未归类路径,32,8,,pc/src/views-v2/common/module_vue/try_play.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,登录/注册/验证码,1,1,,pc/src/views-v3/common/module_vue/header/loginRegister.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,登录/注册/验证码,1,1,,pc/src/views-v3/content/login/login.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,登录/注册/验证码、接口/状态/工具,1,1,,pc/src/views-v3/content/login/loginMixin.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,登录/注册/验证码,2,2,,pc/src/views-v3/content/register/register.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,接口/状态/工具,269,34,,pc/src/views-v4/common/module_vue/headerMixin.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,未归类路径,32,8,,pc/src/views-v4/common/module_vue/try_play.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,登录/注册/验证码,1,1,,pc/src/views-v5/components/headerLoginBox.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,接口/状态/工具,269,34,,pc/src/views-v5/components/headerMixin.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,未归类路径,32,8,,pc/src/views-v5/components/try_play.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,登录/注册/验证码,1,1,,pc/src/views-v5/login/login.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,登录/注册/验证码、接口/状态/工具,1,1,,pc/src/views-v5/login/loginMixin.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,登录/注册/验证码,2,2,,pc/src/views-v5/register/register.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,首页/导航/版面,1,1,,pc/src/views-v6/layout/components/BaseHeader.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,登录/注册/验证码、首页/导航/版面,1,1,,pc/src/views-v6/login/index.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,首页/导航/版面,1,1,,pc/src/views-v8/layout/components/BaseHeader.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,登录/注册/验证码、首页/导航/版面,1,1,,pc/src/views-v8/login/index.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,未归类路径,23,2,,pc/src/views/freeTrial/freeTrial.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,登录/注册/验证码、首页/导航/版面,1,1,,pc/src/views/layout/child_modal/header/loginRegister.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,登录/注册/验证码、接口/状态/工具,68,11,,pc/src/views/login/loginMixin.js
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,个人中心/账户,1,1,,pc/src/views/personalCenter/child_modal/userManage/userManage.vue
origin/BY8301-DFCP,远端,origin/BY-Demo-H5V2-PC,95bd76986,M,pc,页面,登录/注册/验证码、接口/状态/工具,277,75,,pc/src/views/register/registerMixin.js
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,A,其他,其他,未归类路径,70,0,,docs/merchant-frontend-branches.md
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,A,h5-v2,其他,未归类路径,10,0,,h5-v2/build/sass-deep-compat-loader.js
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,h5-v2,其他,未归类路径,193,464,,h5-v2/package-lock.json
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,h5-v2,构建配置,构建/配置,5,3,,h5-v2/package.json
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,h5-v2,其他,首页/导航/版面,2,4,,h5-v2/public/index.html
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,h5-v2,主题样式,主题/颜色/静态资源,2811,2809,,h5-v2/public/static/css/color.less
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,A,h5-v2,图片资源,主题/颜色/静态资源,-,-,,h5-v2/src/assets/images/sp2.png
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,A,h5-v2,图片资源,主题/颜色/静态资源,-,-,,h5-v2/src/assets/images/spbj.png
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,h5-v2,组件,未归类路径,1,1,,h5-v2/src/components/Skeleton/Card.vue
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,h5-v2,组件,首页/导航/版面,5,1,,h5-v2/src/components/YiDun/index.vue
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,h5-v2,其他,未归类路径,2,0,,h5-v2/src/main.js
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,h5-v2,工具/混入,接口/状态/工具,18,4,,h5-v2/src/mixins/initGtCapthca.js
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,h5-v2,路由,代理/报表/团队,1,1,,h5-v2/src/router/modules/agencyCenter.js
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,h5-v2,状态,接口/状态/工具,2,0,,h5-v2/src/store/modules/sysDict.js
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,A,h5-v2,工具/混入,登录/注册/验证码、接口/状态/工具,667,0,,h5-v2/src/utils/aliyunCaptcha.js
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,h5-v2,构建配置,构建/配置、接口/状态/工具,2,1,,h5-v2/src/utils/getSysConfig.js
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,h5-v2,工具/混入,接口/状态/工具,2,0,,h5-v2/src/utils/plugin/plugin.js
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,h5-v2,工具/混入,接口/状态/工具,47,3,,h5-v2/src/utils/request.js
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,h5-v2,页面,彩票/投注/开奖,198,0,,h5-v2/src/views/buy-lottery/buy_lottery.vue
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,h5-v2,页面,首页/导航/版面,25,6,,h5-v2/src/views/free-play/index.vue
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,h5-v2,页面,登录/注册/验证码、接口/状态/工具,22,15,,h5-v2/src/views/login/loginMixin.js
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,h5-v2,页面,个人中心/账户、代理/报表/团队,1,1,,h5-v2/src/views/personal-center/child_modal/agency_center/userAdd.vue
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,h5-v2,页面,个人中心/账户,1,1,,h5-v2/src/views/personal-center/child_modal/mysetting/myPhone/myPhone.vue
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,h5-v2,页面,登录/注册/验证码、接口/状态/工具,89,14,,h5-v2/src/views/register/registerMixin.js
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,A,h5-v2,页面,活动/红包/推广/下载,235,0,,h5-v2/src/views7/active/active.vue
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,h5-v2,构建配置,构建/配置,25,0,,h5-v2/vue.config.js
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,pc,其他,首页/导航/版面、构建/配置,1,0,,pc/config/index.js
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,pc,构建配置,主题/颜色/静态资源、构建/配置,26,25,,pc/configstatic/pc/control/control.js
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/favicon.ico
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,pc,构建配置,活动/红包/推广/下载、主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/ic_promotion_logo.png
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/logo.gif
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/logo.png
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/logo/logo.png
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,A,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/pc_logo.png
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,A,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/qrbg.png
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,pc,其他,首页/导航/版面,41,44,,pc/index.html
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,pc,图片资源,首页/导航/版面、主题/颜色/静态资源,-,-,,pc/src/assets/images-v10/home/certified_4.png
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,pc,图片资源,活动/红包/推广/下载、主题/颜色/静态资源,-,-,,pc/src/assets/images-v10/phone-buy/APPdownload_image.png
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/bg.png
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,D,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/bg_cp.png
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/logo.png
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,pc,组件,首页/导航/版面,36,8,,pc/src/components/PhoneBindDialog/index.vue
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,pc,组件,登录/注册/验证码,2,2,,pc/src/components/login_dlg.vue
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,pc,组件,未归类路径,146,1,,pc/src/components/tryPlay.vue
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,pc,其他,未归类路径,3,1,,pc/src/lang/zh_CN.js
origin/BY8315-6688,远端,origin/BY-Demo-H5V2-PC,dc8e632ee,M,pc,其他,未归类路径,6,5,,pc/src/main.js
